Date,Income,Expenses,Department,Region,Customer_Satisfaction_Score,Transaction_Count,Profit
2021-12-18,10876,16501,Sales,South,9,438,-5625
2020-07-01,19325,11298,Marketing,West,4,138,8027
2021-10-06,39446,24369,Sales,West,8,470,15077
2020-01-30,43439,18128,Operations,South,5,6,25311
2023-11-12,11630,16319,Operations,East,9,219,-4689
2022-02-05,43128,19722,Sales,North,2,404,23406
2023-03-12,24713,9989,Marketing,South,4,1,14724
2021-09-06,20584,11028,Marketing,West,3,64,9556
2023-12-13,13901,18626,IT,North,7,209,-4725
2022-10-01,26450,17325,HR,East,2,1,9125
2020-03-14,37610,13422,Sales,South,3,357,24188
2022-12-14,32061,23883,HR,West,9,189,8178
2022-08-19,25314,29004,HR,West,8,463,-3690
2020-01-24,12090,15673,Operations,South,2,247,-3583
2022-11-11,36852,25688,Operations,West,6,257,11164
2021-03-03,32454,18512,Finance,North,3,465,13942
2022-11-21,21707,19472,Sales,West,6,174,2235
2022-05-12,41567,19900,Finance,North,5,109,21667
2020-12-04,43823,7903,Sales,North,4,60,35920
2021-05-26,42007,12763,Marketing,South,7,43,29244
2022-12-29,49024,15960,Sales,West,7,428,33064
2021-11-02,24141,16084,Marketing,North,4,38,8057
2023-01-16,22746,29348,Marketing,West,3,363,-6602
2022-05-26,13347,15275,Sales,North,4,258,-1928
2021-07-24,19361,7074,Marketing,East,2,82,12287
2022-02-02,14101,12825,HR,South,4,396,1276
2023-05-27,45947,7065,Marketing,South,4,221,38882
2021-12-13,42668,8208,HR,South,5,407,34460
2021-08-11,39610,9674,HR,North,1,111,29936
2022-02-05,27747,14094,HR,East,2,265,13653
2023-07-17,25009,19137,IT,North,8,136,5872
2022-03-29,33651,20310,Finance,South,8,434,13341
2020-03-18,11056,14245,IT,North,8,336,-3189
2020-01-10,42910,5122,Marketing,South,5,318,37788
2023-09-21,21507,22340,Finance,West,8,23,-833
2021-09-27,31215,26480,Finance,North,9,349,4735
2023-04-24,37349,22370,Finance,West,4,59,14979
2023-02-18,40375,14443,Sales,North,4,266,25932
2021-08-14,20076,9433,Marketing,South,7,140,10643
2021-12-18,45249,5990,IT,West,5,446,39259
2021-07-18,20082,29309,Finance,North,1,381,-9227
2023-07-21,29509,10556,Finance,South,8,116,18953
2021-02-13,17050,28209,Operations,North,4,204,-11159
2020-12-23,48779,19650,Finance,West,8,158,29129
2020-04-07,21414,9709,Finance,North,2,330,11705
2022-10-03,46918,29357,Operations,North,4,462,17561
2020-08-28,25876,8580,Marketing,West,2,196,17296
2021-07-10,17004,24186,IT,South,5,431,-7182
2021-12-11,19198,23588,HR,North,8,212,-4390
2023-02-11,37766,5871,IT,North,7,41,31895
2023-06-18,43988,24208,Marketing,East,5,359,19780
2020-06-04,47429,19592,IT,East,7,7,27837
2020-12-17,47634,27479,Operations,South,5,350,20155
2020-02-13,11797,17922,Finance,West,7,372,-6125
2021-08-14,48742,24787,Finance,South,4,105,23955
2023-08-28,23165,27537,HR,South,4,472,-4372
2020-05-17,29255,15383,Marketing,South,4,458,13872
2021-03-11,49773,10550,Finance,North,8,308,39223
2022-01-23,14612,25266,Marketing,North,1,45,-10654
2020-05-22,35280,17774,Sales,South,5,38,17506
2022-10-20,41528,8207,HR,South,2,164,33321
2023-08-15,20283,8097,Marketing,East,4,81,12186
2020-09-18,14953,24462,IT,West,5,341,-9509
2021-05-26,30698,24022,IT,South,8,58,6676
2021-11-03,49819,16278,IT,East,2,302,33541
2020-03-02,32016,26935,IT,South,2,123,5081
2023-12-17,23248,24330,Marketing,West,2,195,-1082
2023-11-20,27276,24855,Operations,South,8,193,2421
2020-01-31,41008,25686,HR,West,3,402,15322
2023-09-15,42213,6624,IT,North,5,386,35589
2022-08-06,27355,20968,Marketing,West,2,104,6387
2022-03-12,26486,16149,Finance,South,6,112,10337
2023-04-07,25139,14717,Finance,East,6,132,10422
2020-09-22,31529,22866,Marketing,North,2,96,8663
2020-11-03,46014,21642,IT,East,4,83,24372
2021-04-03,30096,18640,Sales,South,2,468,11456
2023-04-23,40117,21837,Marketing,North,4,170,18280
2020-11-29,13417,13990,HR,East,7,49,-573
2021-05-29,16445,25854,HR,South,5,433,-9409
2021-03-16,15417,23895,Sales,East,4,373,-8478
2021-11-03,25494,9170,Finance,West,3,135,16324
2021-01-25,23302,29817,Finance,West,6,265,-6515
2022-07-23,46427,10136,Marketing,South,2,199,36291
2021-07-13,42098,6712,Sales,East,4,283,35386
2020-09-10,38803,28810,Marketing,South,8,405,9993
2023-09-20,39164,7002,Marketing,East,2,35,32162
2023-11-24,48441,13151,Sales,North,9,344,35290
2023-04-04,44925,20670,Finance,South,2,480,24255
2023-07-07,43563,11254,Operations,South,8,204,32309
2022-10-24,21389,24711,IT,East,8,471,-3322
2020-04-28,23490,15473,IT,South,7,420,8017
2022-09-22,16044,20303,IT,North,6,241,-4259
2021-04-14,37509,29419,Sales,East,1,349,8090
2022-02-23,37844,24495,Marketing,East,2,323,13349
2022-12-29,31604,26625,Marketing,East,7,43,4979
2021-11-24,37560,18761,HR,North,4,264,18799
2022-05-14,10572,13918,Marketing,North,9,482,-3346
2022-02-14,11206,6831,Finance,South,3,377,4375
2023-10-25,23096,6821,Operations,East,4,78,16275
2020-06-29,39550,6816,IT,North,3,36,32734
2022-10-25,45228,20878,Finance,West,7,383,24350
2023-05-05,30389,21475,Finance,South,2,304,8914
2020-02-16,47693,8432,Operations,North,2,174,39261
2021-09-25,28997,23353,IT,North,2,416,5644
2023-03-09,44483,20482,Sales,North,4,135,24001
2023-12-21,31629,23768,Operations,South,8,330,7861
2021-08-11,44337,8679,Finance,North,8,140,35658
2020-11-05,27060,21986,Marketing,North,8,55,5074
2020-09-30,24605,21811,IT,West,8,252,2794
2022-04-19,45281,13198,HR,West,7,488,32083
2023-11-14,19333,11263,Operations,West,6,279,8070
2021-04-03,39787,23818,Finance,North,7,459,15969
2022-01-02,23923,22757,Sales,West,5,180,1166
2020-12-26,44799,13832,Finance,East,8,13,30967
2022-10-14,14329,16954,HR,West,2,204,-2625
2022-12-28,15322,10162,Sales,West,5,455,5160
2021-10-23,43823,28224,IT,North,7,309,15599
2021-11-29,41076,8811,Operations,East,9,63,32265
2023-12-25,49875,8306,Sales,West,1,492,41569
2022-06-03,48438,13637,HR,North,9,74,34801
2022-01-27,23833,17133,Finance,East,3,455,6700
2022-11-21,28134,19218,HR,West,1,307,8916
2021-09-12,17575,13704,Marketing,North,7,442,3871
2020-06-30,21363,20885,Sales,East,3,155,478
2021-11-16,32771,27740,Operations,West,8,7,5031
2021-11-11,38729,6401,Operations,East,2,375,32328
2020-09-04,45780,15004,Finance,East,4,306,30776
2021-09-11,29812,5545,Finance,North,2,408,24267
2023-08-13,32847,7533,Finance,South,4,343,25314
2020-01-30,15138,7009,Marketing,East,1,153,8129
2023-08-18,34932,10901,HR,East,5,44,24031
2022-05-22,31639,9085,Finance,East,3,36,22554
2022-08-05,47159,7215,Sales,East,9,441,39944
2023-10-07,36199,26369,Finance,East,4,97,9830
2022-09-11,47992,21041,HR,South,6,165,26951
2020-11-12,36241,20763,Sales,North,9,234,15478
2022-01-06,17951,7184,Sales,South,2,103,10767
2023-11-21,23837,15354,Sales,North,7,436,8483
2023-01-17,22688,6275,HR,South,3,381,16413
2023-06-11,19787,14504,Finance,North,1,447,5283
2020-06-16,44757,26552,HR,West,9,7,18205
2022-01-12,35104,8523,HR,East,9,94,26581
2020-05-05,12604,13707,IT,North,4,444,-1103
2021-07-26,41269,26167,HR,North,9,479,15102
2020-04-29,10063,6019,Marketing,East,7,121,4044
2023-12-22,22152,28982,IT,West,4,365,-6830
2022-10-05,29196,6049,Sales,East,2,494,23147
2023-04-28,46795,18381,Finance,North,5,37,28414
2023-12-22,24959,7340,Operations,North,8,21,17619
2021-07-13,42869,28957,Finance,East,6,98,13912
2023-05-10,41280,14449,IT,South,5,302,26831
2022-12-18,37924,23662,IT,East,4,21,14262
2021-11-27,37467,20622,Sales,North,6,232,16845
2020-08-10,26056,7985,HR,North,3,468,18071
2022-10-31,13135,17061,HR,North,2,354,-3926
2022-03-03,27564,10705,IT,West,1,72,16859
2022-03-24,48277,22528,HR,East,9,352,25749
2020-11-05,37462,29014,IT,West,1,52,8448
2022-10-08,12728,5705,Finance,East,4,222,7023
2022-01-18,17631,23808,Operations,West,6,285,-6177
2022-11-23,20884,23318,Finance,South,9,325,-2434
2022-10-15,34974,7484,Operations,North,4,478,27490
2023-09-25,45641,28380,Sales,North,7,460,17261
2021-04-25,46036,6745,Marketing,East,7,167,39291
2021-07-27,29078,27148,Marketing,North,6,283,1930
2022-04-04,20274,21216,Finance,West,9,205,-942
2023-01-21,28851,14161,HR,South,7,367,14690
2021-09-19,13959,23930,Marketing,West,3,138,-9971
2023-03-02,33224,18974,Operations,West,6,36,14250
2022-04-23,23894,27012,Sales,East,7,95,-3118
2022-09-15,36965,5777,Operations,North,7,16,31188
2021-02-22,47616,14525,IT,West,6,487,33091
2020-01-30,40558,15309,HR,East,3,237,25249
2020-10-24,25690,15580,HR,West,6,164,10110
2022-12-20,43447,8114,Marketing,West,2,90,35333
2021-04-02,27131,17405,IT,West,1,108,9726
2020-10-30,37429,7936,Marketing,East,8,84,29493
2022-08-15,27705,25494,Marketing,South,3,255,2211
2020-12-05,32246,6345,Marketing,West,8,418,25901
2021-03-23,14789,7041,IT,West,3,165,7748
2023-08-18,10533,19330,Marketing,East,2,200,-8797
2022-05-30,38776,18198,HR,North,8,324,20578
2021-06-23,28725,24058,Marketing,South,3,315,4667
2021-04-29,16694,12504,IT,East,8,157,4190
2020-03-17,15006,14747,IT,North,2,31,259
2021-05-29,36998,22073,Operations,East,4,66,14925
2022-08-01,47313,28440,Marketing,East,9,89,18873
2021-10-20,40087,5119,IT,South,1,486,34968
2020-04-01,47675,11169,Finance,South,2,259,36506
2021-04-10,34362,10832,Marketing,South,2,253,23530
2021-04-10,14485,19649,Sales,South,9,494,-5164
2022-11-29,11235,17246,HR,North,5,234,-6011
2021-11-20,41983,6613,HR,West,4,107,35370
2023-09-14,34039,20575,Finance,East,4,69,13464
2023-08-01,40416,12623,Marketing,South,7,278,27793
2022-08-04,11145,8033,HR,West,3,336,3112
2021-07-07,33804,24320,HR,North,9,201,9484
2022-12-25,11475,10659,Sales,South,5,53,816
2020-04-18,20047,17255,HR,East,9,432,2792
2023-12-09,22156,17080,HR,West,1,457,5076
2020-04-01,40421,16976,IT,South,8,241,23445
2022-09-29,37955,15818,HR,East,2,332,22137
2021-01-02,32063,20718,Marketing,West,8,175,11345
2022-03-30,31799,14341,HR,East,4,42,17458
2021-02-26,31322,26451,Marketing,North,2,260,4871
2021-07-25,44372,20196,HR,South,2,369,24176
2022-05-11,24932,26186,Marketing,South,6,210,-1254
2023-06-17,47815,21296,HR,East,3,466,26519
2021-03-10,34003,24542,Finance,West,3,42,9461
2020-07-30,32501,19134,Marketing,South,9,427,13367
2023-11-24,41092,17241,HR,East,5,353,23851
2021-06-09,24983,25874,Sales,North,7,170,-891
2021-04-12,39768,5455,IT,South,5,382,34313
2023-04-08,44604,12643,IT,East,2,259,31961
2022-03-02,32288,9620,IT,West,8,443,22668
2022-05-24,16476,13867,IT,South,9,486,2609
2020-07-28,42602,21126,Sales,South,2,337,21476
2020-09-12,19962,10099,Finance,North,2,204,9863
2020-03-13,38439,18887,Finance,East,4,395,19552
2020-05-26,13400,15546,Sales,West,8,337,-2146
2023-09-25,34440,20435,HR,North,5,163,14005
2020-11-12,34610,5059,Sales,North,5,105,29551
2021-08-28,39575,17673,IT,North,7,178,21902
2021-07-28,29728,27583,Finance,East,4,191,2145
2023-03-23,39067,27695,Operations,East,9,124,11372
2023-07-02,34303,10531,HR,South,4,198,23772
2023-10-06,11628,7764,Marketing,East,8,99,3864
2021-06-30,49532,28392,Finance,North,3,6,21140
2022-04-14,19521,6794,IT,East,6,288,12727
2020-11-07,48513,15721,Finance,West,1,267,32792
2022-03-18,35380,10686,IT,South,7,43,24694
2022-02-03,38923,24871,IT,North,7,295,14052
2020-05-13,44058,19675,Finance,South,2,141,24383
2022-08-05,38880,9987,Finance,East,5,269,28893
2023-02-26,28970,24805,Finance,South,4,39,4165
2021-03-11,48891,17888,Sales,South,9,430,31003
2023-07-27,14930,11580,Finance,East,2,162,3350
2020-12-23,45318,18533,Marketing,South,3,195,26785
2022-07-18,39843,26916,HR,East,1,416,12927
2022-06-01,42574,22757,IT,North,5,324,19817
2020-09-08,49751,8553,Finance,South,3,104,41198
2020-05-14,19857,25056,Marketing,West,4,245,-5199
2021-06-06,33513,13144,Operations,West,4,65,20369
2022-03-14,44898,14274,Finance,North,6,201,30624
2021-10-21,33593,17439,Sales,East,7,369,16154
2020-11-14,32683,10437,IT,East,7,242,22246
2020-03-20,46508,29547,Marketing,South,8,7,16961
2023-04-29,28884,28830,Finance,South,3,219,54
2023-09-29,15307,17277,Marketing,West,5,3,-1970
2022-11-19,22904,13749,IT,West,6,342,9155
2021-02-17,49535,18785,Marketing,East,6,464,30750
2021-01-02,27881,27349,Marketing,West,8,456,532
2022-10-03,39178,10915,Finance,East,5,453,28263
2022-09-19,23582,14734,Finance,North,5,305,8848
2021-08-18,45912,19703,HR,North,1,314,26209
2022-10-14,18025,27499,Sales,West,1,478,-9474
2021-12-01,29188,26478,HR,South,6,284,2710
2022-11-10,17604,7382,Sales,West,5,371,10222
2021-07-02,49907,25482,Sales,West,6,411,24425
2020-09-02,37290,14473,HR,West,9,498,22817
2020-10-09,16203,9358,IT,South,8,22,6845
2021-09-05,17871,13312,Marketing,West,7,94,4559
2022-07-19,24662,19031,Operations,South,7,357,5631
2022-03-16,46782,5139,HR,West,6,71,41643
2020-08-19,21445,12644,HR,South,6,370,8801
2020-11-11,21038,6815,IT,South,1,222,14223
2022-04-17,13505,26792,Marketing,South,7,13,-13287
2023-09-21,29069,9301,Finance,South,5,406,19768
2021-02-14,24418,17330,HR,South,7,459,7088
2020-09-01,26411,20185,Operations,North,6,5,6226
2021-01-21,43033,12285,Marketing,East,8,22,30748
2021-11-19,19498,14220,HR,East,3,463,5278
2020-12-23,31459,15446,Finance,South,8,383,16013
2022-10-18,32203,28162,HR,East,7,309,4041
2021-09-05,38030,19150,Finance,South,1,295,18880
2022-03-08,31060,13536,Sales,West,3,37,17524
2020-01-22,29774,23803,Sales,North,4,31,5971
2020-01-19,43378,8235,HR,West,9,62,35143
2023-08-03,30930,23978,IT,West,6,221,6952
2020-10-02,23493,6387,Sales,South,7,359,17106
2021-10-20,47795,17209,HR,West,5,81,30586
2022-06-16,23638,5983,Finance,North,3,383,17655
2021-07-05,15724,19346,Marketing,West,5,233,-3622
2021-11-09,10202,23506,Finance,North,7,6,-13304
2021-08-25,43169,26803,Operations,North,9,105,16366
2022-12-31,12027,24378,Sales,South,9,337,-12351
2020-12-30,24807,28440,HR,North,8,162,-3633
2022-03-05,38426,12548,Sales,West,5,343,25878
2023-09-20,10178,11853,Finance,South,7,52,-1675
2021-10-13,15817,24284,Finance,North,4,158,-8467
2021-08-12,44747,5775,Marketing,North,5,13,38972
2020-07-17,17185,26365,IT,East,4,186,-9180
2020-01-17,13984,22119,HR,South,3,222,-8135
2020-08-05,32049,28161,Marketing,East,1,241,3888
2022-01-10,31405,29137,Operations,North,5,309,2268
2021-10-11,20236,26531,HR,East,2,148,-6295
2020-05-26,31896,22870,Operations,West,6,390,9026
2023-05-18,45751,21779,IT,West,5,55,23972
2021-10-31,24635,17970,HR,North,2,415,6665
2023-12-08,18542,7001,HR,East,8,59,11541
2021-10-26,47050,16639,Marketing,East,5,403,30411
2022-05-05,41342,19756,Sales,South,2,198,21586
2020-11-25,17988,29939,HR,West,1,98,-11951
2022-06-13,42070,13062,IT,West,2,156,29008
2023-10-07,41955,15046,HR,South,1,250,26909
2023-04-01,22596,28652,HR,West,3,397,-6056
2020-04-10,33659,27261,HR,East,3,180,6398
2020-11-22,20416,9188,HR,East,1,74,11228
2020-11-22,29171,18886,IT,West,7,61,10285
2023-03-24,42577,25745,Marketing,South,7,425,16832
2020-01-10,32736,11349,Sales,North,9,45,21387
2020-12-18,14808,11180,IT,North,5,135,3628
2020-07-01,48656,18322,IT,North,4,210,30334
2021-03-30,15737,12794,Operations,North,5,86,2943
2020-01-06,45126,18401,Sales,East,8,270,26725
2023-09-18,39652,22127,Marketing,North,8,292,17525
2023-09-18,15390,11162,Finance,East,4,264,4228
2023-07-05,30600,20923,Marketing,East,8,268,9677
2020-07-29,10406,21757,Finance,North,4,424,-11351
2020-02-20,42764,10905,Operations,North,4,496,31859
2022-10-06,42995,25511,Operations,North,8,225,17484
2021-01-11,28568,17276,IT,West,2,216,11292
2021-10-01,20433,29715,Marketing,West,4,362,-9282
2022-02-08,39377,10689,Finance,South,1,231,28688
2022-12-10,33184,24404,Marketing,East,1,190,8780
2020-06-02,19121,20380,Finance,North,8,142,-1259
2021-08-04,38612,20508,Marketing,West,4,177,18104
2022-02-26,32207,24676,IT,South,6,51,7531
2022-03-01,20795,28260,Finance,East,5,190,-7465
2023-08-26,27564,11897,Marketing,East,6,5,15667
2023-11-23,11101,26722,HR,East,4,211,-15621
2020-05-13,44867,6564,Operations,West,4,195,38303
2020-08-07,10513,21334,Operations,North,7,1,-10821
2020-06-11,21324,18870,Finance,North,1,104,2454
2022-08-28,25491,19219,Operations,East,9,361,6272
2021-10-09,23693,21441,Operations,East,3,101,2252
2021-07-22,25923,24880,HR,South,4,128,1043
2022-08-03,44600,26778,Sales,South,9,353,17822
2021-11-19,20872,15379,Marketing,East,5,305,5493
2020-04-24,17137,26526,Finance,South,4,249,-9389
2023-03-18,21358,7948,Operations,West,6,494,13410
2023-06-18,15807,25857,Marketing,East,1,401,-10050
2020-05-02,36503,29948,Marketing,South,1,457,6555
2022-03-14,24859,8134,HR,East,5,351,16725
2022-04-18,32234,22971,Marketing,North,5,291,9263
2022-12-28,21079,13969,Operations,West,9,451,7110
2022-04-05,40975,25646,Finance,East,1,269,15329
2020-03-03,14343,28050,Marketing,North,3,372,-13707
2022-01-02,14628,8678,HR,East,3,421,5950
2022-11-05,32568,15740,Finance,North,4,38,16828
2023-11-14,38106,22382,Finance,South,7,334,15724
2021-08-12,18981,8343,Finance,North,7,390,10638
2022-08-05,44068,24885,Operations,West,5,250,19183
2023-07-05,44715,9014,HR,West,9,221,35701
2020-08-04,12242,10107,IT,South,7,63,2135
2021-04-23,46424,16870,Sales,East,2,253,29554
2023-02-11,44218,9328,Marketing,West,3,433,34890
2023-11-04,12842,9655,Marketing,South,7,265,3187
2022-09-03,26017,26711,Marketing,West,5,164,-694
2020-08-24,23836,29004,IT,South,7,23,-5168
2021-04-20,24186,10858,Finance,West,9,79,13328
2021-08-20,44432,10620,Finance,South,9,118,33812
2020-05-08,32757,14112,Sales,West,3,185,18645
2021-05-24,41116,12004,HR,East,8,434,29112
2020-06-13,46716,6242,IT,North,6,495,40474
2020-10-03,30456,28399,IT,West,4,59,2057
2020-09-13,13634,21464,Operations,South,4,370,-7830
2023-03-01,45840,7661,Finance,East,4,391,38179
2022-09-18,30856,9798,IT,West,7,303,21058
2021-07-23,12459,5540,IT,South,6,252,6919
2023-07-04,46474,27329,Marketing,North,2,89,19145
2020-05-20,41519,28292,Finance,South,5,229,13227
2021-11-16,27590,24169,Operations,West,5,343,3421
2021-11-17,18601,24870,HR,South,6,331,-6269
2023-05-17,13469,8157,Sales,South,7,440,5312
2021-12-16,34791,9717,HR,North,8,238,25074
2022-10-19,47615,10336,Operations,West,8,392,37279
2022-12-10,10348,12165,Marketing,West,5,292,-1817
2023-07-06,46419,23627,Sales,North,2,426,22792
2020-06-26,12878,14512,HR,East,8,295,-1634
2022-07-10,21857,24377,Finance,South,6,321,-2520
2021-06-26,47517,23475,Finance,South,3,44,24042
2023-10-11,30378,19728,Sales,South,4,333,10650
2023-09-03,10002,18754,Sales,West,1,80,-8752
2022-08-20,35658,10209,Sales,West,3,174,25449
2020-12-29,33267,19490,IT,South,4,141,13777
2022-12-14,24353,12645,Operations,West,2,37,11708
2023-03-25,11517,10740,Finance,North,6,14,777
2022-12-03,29963,9154,Finance,North,8,122,20809
2021-08-15,23175,7665,Operations,West,6,397,15510
2021-06-25,40367,11018,Marketing,South,3,238,29349
2020-11-17,27232,23140,Finance,South,9,396,4092
2021-10-09,47804,10713,HR,South,4,55,37091
2020-01-14,36468,18071,Marketing,South,6,412,18397
2023-10-12,10520,24504,HR,West,4,22,-13984
2021-09-09,31497,26535,Sales,East,4,340,4962
2020-12-24,36927,26989,Finance,East,2,495,9938
2023-09-03,16258,20327,HR,South,2,403,-4069
2023-01-03,44902,23962,HR,South,2,203,20940
2020-07-12,25454,6026,Sales,South,2,414,19428
2020-12-28,47606,9473,Marketing,East,8,438,38133
2023-01-24,30929,9667,HR,North,4,346,21262
2022-11-29,34177,23338,Finance,East,4,15,10839
2022-02-06,10785,21970,Marketing,West,3,30,-11185
2021-01-31,18143,20941,Marketing,East,5,29,-2798
2020-04-16,34092,5684,Operations,West,4,252,28408
2022-11-06,23635,27426,Finance,South,7,160,-3791
2021-06-10,20982,8268,Finance,West,7,117,12714
2022-10-07,23409,20193,Sales,South,6,158,3216
2022-02-22,28541,5658,Sales,North,7,108,22883
2021-06-08,13528,6296,IT,South,7,115,7232
2022-12-02,46327,6525,Finance,South,8,272,39802
2021-09-17,34518,15274,Marketing,North,1,420,19244
2020-12-15,34946,12150,IT,South,3,338,22796
2022-11-19,42080,12792,Finance,South,3,489,29288
2022-10-02,45705,11604,Sales,South,5,176,34101
2021-06-25,34556,20053,Sales,East,7,231,14503
2022-08-19,47909,10789,Finance,West,6,284,37120
2020-04-03,31775,12420,IT,South,4,318,19355
2023-08-11,34041,10753,Sales,East,6,250,23288
2022-06-17,10835,20544,Sales,South,7,467,-9709
2020-03-29,45747,28018,Operations,West,4,440,17729
2021-05-17,45192,10108,HR,South,8,56,35084
2022-02-05,26104,10247,Finance,West,5,331,15857
2020-08-01,24927,13401,Operations,East,3,273,11526
2023-12-16,14521,22007,HR,East,2,190,-7486
2021-06-09,24280,14997,Finance,South,1,21,9283
2020-07-10,40753,10261,Operations,North,4,165,30492
2021-11-24,13459,9268,Operations,West,2,492,4191
2021-10-03,39435,10984,Finance,South,3,371,28451
2023-06-01,38077,25133,Marketing,East,1,418,12944
2021-07-08,11148,25926,IT,South,6,481,-14778
2021-01-21,47345,5010,Finance,West,4,285,42335
2021-11-11,41036,22144,Operations,South,5,68,18892
2022-02-14,30002,6177,Marketing,West,8,480,23825
2020-07-21,49398,14168,Operations,East,4,444,35230
2022-10-06,46490,23876,IT,North,6,267,22614
2021-03-22,15930,7389,Marketing,North,3,218,8541
2022-06-18,23388,11364,Finance,East,8,338,12024
2022-12-27,29691,20777,HR,East,3,384,8914
2023-01-20,13642,16865,IT,South,7,373,-3223
2022-02-16,29201,23936,Sales,East,7,96,5265
2020-06-26,17421,17327,Finance,East,3,188,94
2022-04-08,49815,22866,Finance,West,3,475,26949
2021-07-12,23554,7310,Finance,South,8,208,16244
2022-10-23,15588,8741,Marketing,West,3,74,6847
2020-04-12,33771,12285,Sales,South,2,364,21486
2023-07-20,35824,29001,Marketing,South,5,162,6823
2020-04-25,19316,8839,HR,North,7,161,10477
2022-05-08,38234,12581,Marketing,North,8,394,25653
2021-04-08,29786,24139,Finance,East,1,490,5647
2020-04-13,47100,19137,Operations,South,2,60,27963
2020-09-15,25329,24981,Sales,East,7,26,348
2023-08-24,25698,10237,Sales,West,9,362,15461
2023-10-22,35327,17504,Marketing,East,3,25,17823
2022-07-17,26548,6740,Operations,West,8,258,19808
2022-03-20,49757,23508,Operations,North,3,346,26249
2021-10-03,28340,10291,Marketing,North,4,340,18049
2022-03-17,13860,24481,IT,West,2,3,-10621
2022-10-19,29159,10247,HR,West,9,288,18912
2023-08-18,37865,25853,Marketing,West,5,257,12012
2021-07-13,44536,13845,Finance,East,5,280,30691
2020-01-27,41755,26383,Operations,West,4,306,15372
2021-05-22,23743,16733,HR,South,5,427,7010
2021-06-10,16226,11566,Marketing,West,1,248,4660
2022-02-13,22718,28728,HR,North,6,44,-6010
2023-10-20,49389,5852,IT,West,4,33,43537
2022-08-10,35530,26310,Operations,North,4,294,9220
2020-10-24,42908,14753,IT,North,5,112,28155
2022-02-15,11650,26452,IT,East,1,308,-14802
2020-12-26,43783,17137,Operations,West,4,291,26646
2021-05-18,16292,15868,Finance,North,3,273,424
2021-08-10,32737,19905,IT,South,5,314,12832
2020-01-30,35551,26773,Marketing,West,5,304,8778
2023-09-25,29504,22702,Marketing,West,8,43,6802
2020-05-05,26371,21505,HR,North,1,304,4866
2021-08-18,30810,9254,Marketing,East,3,44,21556
2023-10-21,39036,21239,Marketing,East,5,289,17797
2020-09-19,25547,13498,HR,West,3,459,12049
2022-07-24,37203,17174,Sales,West,6,87,20029
2022-05-21,19305,6896,Operations,East,3,230,12409
2023-05-30,18813,17878,Marketing,East,6,480,935
2020-01-02,10900,10976,HR,South,8,83,-76
2021-01-28,13747,29390,IT,West,4,204,-15643
2020-11-01,33245,29921,IT,West,8,476,3324
2023-03-15,13103,8911,Finance,West,7,130,4192
2021-06-13,10073,21337,Marketing,East,4,138,-11264
2021-06-11,12497,13340,Operations,North,3,83,-843
2023-08-24,39577,22423,HR,South,5,412,17154
2022-08-22,31012,14582,Finance,East,5,175,16430
2021-11-01,18487,8904,Finance,East,7,136,9583
2023-09-25,40023,9876,HR,South,1,107,30147
2020-12-17,34877,13309,HR,West,9,151,21568
2022-03-20,16517,5703,HR,North,2,432,10814
2020-07-27,15615,24339,HR,South,9,109,-8724
2022-08-15,20468,10470,Operations,North,9,222,9998
2020-07-23,20879,11440,HR,West,3,348,9439
2021-09-16,41955,7024,Operations,North,7,319,34931
2021-12-21,23078,20751,Operations,West,3,333,2327
2021-09-27,14590,17730,Operations,East,8,247,-3140
2022-11-04,20910,26380,IT,West,8,37,-5470
2022-05-07,41976,27953,Sales,South,3,268,14023
2023-12-22,31574,9345,Finance,South,5,74,22229
2021-04-20,32716,15149,Marketing,West,7,115,17567
2020-10-24,43430,27246,IT,West,1,81,16184
2021-07-10,18199,10634,Sales,East,3,193,7565
2023-01-22,43436,22381,Finance,East,1,214,21055
2020-04-16,37740,21789,IT,West,2,15,15951
2023-12-13,19477,16040,Finance,North,7,336,3437
2023-07-25,10160,5243,Operations,East,7,84,4917
2020-05-07,16460,29351,Operations,South,3,375,-12891
2021-04-03,26401,7414,HR,East,6,266,18987
2020-02-07,45301,8856,Operations,East,6,298,36445
2020-07-16,32894,11263,IT,East,2,154,21631
2020-12-22,47214,20185,Finance,East,9,305,27029
2020-01-07,48322,20799,Marketing,West,8,253,27523
2023-09-17,12918,29322,Finance,East,2,407,-16404
2021-06-02,35629,13624,Operations,North,4,448,22005
2020-07-12,26699,17470,Finance,East,9,273,9229
2020-11-11,17069,18772,Sales,East,4,418,-1703
2022-10-21,49190,6141,Finance,South,7,361,43049
2022-12-21,14527,9126,IT,East,5,313,5401
2020-12-08,29099,24408,Sales,South,6,342,4691
2021-08-23,25622,19863,HR,South,1,132,5759
2022-11-07,36281,18584,HR,West,4,199,17697
2021-09-11,49433,28391,Finance,South,5,325,21042
2023-10-26,49875,24840,Marketing,South,6,351,25035
2022-04-01,25531,27383,IT,North,6,83,-1852
2020-08-22,15132,9197,Marketing,North,5,452,5935
2022-12-28,39396,10824,Sales,South,3,306,28572
2021-03-22,37807,17097,Marketing,West,2,126,20710
2021-09-01,49550,28150,Sales,North,7,214,21400
2020-01-08,37196,24236,Marketing,North,1,323,12960
2021-04-06,25993,23839,HR,West,5,215,2154
2022-09-26,35958,28898,IT,East,4,452,7060
2023-08-27,49513,17115,Marketing,North,7,238,32398
